# source, target, distance, airline, airline_code, codeshare, equipment, stops
295,755,1138.6085719618209,SK,4319,0,319 CR9 717,0
295,3135,2611.610014724544,SK,4319,0,320,0
295,202,401.0976992202455,SK,4319,0,CR2 AT7,0
295,193,279.9281478581289,SK,4319,0,CR9 CR2,0
295,316,607.7989537631364,SK,4319,1,DH4,0
295,218,892.4135958911495,SK,4319,0,CR2,0
295,1829,6541.310670999375,SK,4319,0,343,0
295,770,2009.7652802394675,SK,4319,0,738 321,0
295,310,399.5703840113006,SK,4319,1,DH4,0
295,259,937.8686170160754,SK,4319,0,CR9,0
295,1408,1140.4658506747535,SK,4319,0,321 320,0
295,255,979.9186693283132,SK,4319,0,321 320 CR9,0
295,695,1156.1124192774596,SK,4319,0,CR9,0
295,712,1052.4288950293524,SK,4319,1,CR9,0
295,371,360.10881004635894,SK,4319,0,AT7,0
295,302,795.7325540923179,SK,4319,0,CR9,0
295,578,2060.8975248219144,SK,4319,0,320 321,0
295,242,994.9065228634868,SK,4319,0,320 321 319 717 CR9,0
295,196,810.1615178824237,SK,4319,0,CR9 320 321 319,0
295,691,1144.469033796741,SK,4319,0,321 320,0
295,619,1385.7091152526134,SK,4319,0,321 320,0
295,262,908.5340155029054,SK,4319,1,CR2,0
295,1058,8714.78144160435,SK,4319,0,343,0
295,1885,6855.867212418802,SK,4319,0,343,0
295,315,509.76801557696797,SK,4319,0,320 321 73H 73G 738 319 73W 736,0
295,750,1552.5706034366222,SK,4319,0,320 CR9,0
295,1642,7196.566284690782,SK,4319,0,343,0
295,1964,528.747905057077,SK,4319,0,CR9 CR2,0
295,1990,1931.2158258413006,SK,4319,0,320 321,0
295,337,447.8430543997872,SK,4319,0,CR2,0
295,716,623.0037126099893,SK,4319,0,320 CR9,0
295,785,1571.4549696102224,SK,4319,0,320 CR9,0
295,1679,8279.71162073818,SK,4319,0,343,0
295,1962,712.8959379804356,SK,4319,1,DH4 73C 733,0
295,1712,8809.90264194162,SK,4319,0,343,0
295,1607,9970.765336107435,SK,4319,1,772,0
295,674,1841.492441162032,SK,4319,0,320,0
295,563,1368.4953525978042,SK,4319,0,320,0
295,200,805.1934473341261,SK,4319,0,CR9 CR2,0
295,333,556.0585254212594,SK,4319,0,CR9 319 321 320 736 738 73G,0
295,1435,1540.3204716168968,SK,4319,0,320 CR9,0
295,235,783.4658127635877,SK,4319,0,CR9 CR2,0
295,216,839.2375831214696,SK,4319,1,CR9 E70,0
295,718,3144.4860352914106,SK,4319,0,321 320,0
295,332,877.4007747138108,SK,4319,0,CR9,0
295,331,422.08457411235855,SK,4319,1,DH4,0
295,201,342.64658578696964,SK,4319,0,320 CR2 321 319 CR9,0
295,704,1125.0253306297159,SK,4319,0,320 319,0
295,1965,809.497330044893,SK,4319,0,CR9,0
295,340,665.8090240165949,SK,4319,0,CR9 319,0
295,341,575.1335478195303,SK,4319,0,CR2,0
295,125,6271.418479552835,SK,4319,1,763,0
295,564,1124.0695376849862,SK,4319,1,319 DH4,0
295,758,949.9164799569286,SK,4319,0,321 320 319 CR9,0
295,184,754.6200901089804,SN,1531,0,319 AR1,0
295,1607,9970.765336107435,SQ,4435,0,772,0
295,1435,1540.3204716168968,SU,130,0,320,0
295,184,754.6200901089804,TF,3386,1,AR1,0
295,1919,8639.66708232781,TG,4940,0,773,0
295,242,994.9065228634868,TG,4940,1,320 717 CR9,0
295,332,877.4007747138108,TG,4940,1,CR9,0
295,770,2009.7652802394675,TK,4951,0,738 321,0
295,739,2472.5802182432403,TP,4869,0,320 321,0
295,245,1117.8685005761974,U2,2297,0,319,0
295,640,959.9753461364178,U2,2297,0,320 319,0
295,628,1004.0155682596328,U2,2297,0,319 320,0
295,271,1000.9538016724479,U2,2297,0,319,0
295,706,1537.229548565695,U2,2297,0,319,0
295,755,1138.6085719618209,U2,2297,0,319 320,0
295,193,279.9281478581289,U2,2297,0,319,0
295,253,984.4970666208955,U2,2297,0,319 320,0
295,242,994.9065228634868,U2,2297,0,319 320,0
295,691,1144.469033796741,U2,2297,0,319,0
295,279,914.6036363055806,U2,2297,0,319 320,0
295,188,364.57173132059097,U2,2297,0,320 319,0
295,315,509.76801557696797,UA,5209,1,738,0
295,579,2472.3201342399734,VY,2439,0,320,0
295,566,2165.2197043790047,VY,2439,0,320,0
295,570,1769.128374942194,VY,2439,0,320,0
295,710,1317.4535966719334,VY,2439,0,319,0
295,13,2144.594364541496,W2,18553,1,320,0
295,316,607.7989537631364,WF,5439,0,DH4,0
295,310,399.5703840113006,WF,5439,0,DH4,0
295,320,849.5045541353873,WF,5439,0,DH4,0
295,331,422.08457411235855,WF,5439,0,DH4,0
295,13,2144.594364541496,WW,1441,0,320,0
295,771,2209.3361114639774,XQ,4573,0,738,0
296,268,687.3086684038631,BM,312,0,ER4,0
296,294,44.50022278685035,DX,1954,0,AT5 SF3,0
297,295,232.48647359176803,DY,3737,0,AT7,0
298,295,146.66104602037126,DX,1954,0,AT7 AT4,0
299,295,195.41103646392222,6I,17095,0,AT7,0
300,308,697.1005214492318,RC,881,0,319,0
300,294,1171.6386914097016,RC,881,0,319,0
300,295,1344.489089526294,RC,881,0,319,0
300,333,789.9526645210364,RC,881,0,319,0
301,282,624.1220722350583,AZ,596,1,E90,0
301,293,99.92628387935571,BA,1355,1,FRJ,0
301,315,343.92810386220896,BA,1355,1,J31 FRJ,0
301,294,156.43263440773762,DX,1954,0,SF3,0
301,333,317.77949014375065,DX,1954,0,SF3,0
301,579,2507.629836373956,DY,3737,0,73H,0
301,566,2226.809174279585,DY,3737,0,73H,0
301,295,238.3548642228156,DY,3737,0,73H AT7,0
301,253,928.5731591590024,DY,3737,0,73H,0
301,1990,2018.0969984169978,DY,3737,0,73H,0
301,570,1842.667669189735,IB,2822,1,320,0
301,282,624.1220722350583,KL,3090,1,EMJ F70,0
301,315,343.92810386220896,M3,42,0,SWM,0
301,368,549.5163821682657,SK,4319,0,S20,0
301,294,156.43263440773762,SK,4319,0,319,0
301,295,238.3548642228156,SK,4319,0,320 319 CR2 CR9 321,0
301,315,343.92810386220896,SK,4319,0,73H 73G,0
301,294,156.43263440773762,TK,4951,0,319,0
301,770,2247.8806251938045,TK,4951,0,319 738,0
301,570,1842.667669189735,VY,2439,0,320,0
302,255,513.7883383479058,AA,24,1,319,0
302,628,273.50269827071133,AF,137,1,ER4 DH4,0
302,706,987.5807471840085,AZ,596,1,DH4,0
302,691,482.6543807766162,AZ,596,1,DH4 ER4,0
302,255,513.7883383479058,BA,1355,0,319,0
302,195,189.55610787698515,HR,1769,0,CNJ,0
302,570,980.0792542987405,IB,2822,1,320,0
302,282,315.25120311012813,KL,3090,1,F70 EMJ,0
302,480,2844.5027813485485,LG,3329,0,73W 73H,0
302,771,2086.371817719157,LG,3329,0,73H,0
302,487,2514.5262846220653,LG,3329,0,73W 73H,0
302,579,1678.1097476975087,LG,3329,0,73W ER4,0
302,612,879.6999588989037,LG,3329,0,73W,0
302,368,1342.201002426215,LG,3329,0,ER4,0
302,762,2425.693827820632,LG,3329,0,73H,0
302,570,980.0792542987405,LG,3329,0,DH4,0
302,609,825.9366072763609,LG,3329,0,73W,0
302,504,4552.760944833402,LG,3329,0,73W,0
302,689,1175.415884578454,LG,3329,0,DH4,0
302,628,273.50269827071133,LG,3329,0,ER4 DH4,0
302,657,1551.113578890929,LG,3329,0,73H,0
302,610,814.3463024592772,LG,3329,0,DH4,0
302,295,795.7325540923179,LG,3329,0,ER4 DH4,0
302,682,1526.8369512327856,LG,3329,0,73H,0
302,559,1215.1770219153752,LG,3329,0,DH4,0
302,179,1791.4154773910498,LG,3329,0,73H 73W,0
302,288,959.3973972611221,LG,3329,0,DH4,0
302,195,189.55610787698515,LG,3329,1,CNJ,0
302,731,1805.3519533905094,LG,3329,0,73H,0
302,706,987.5807471840085,LG,3329,0,DH4,0
302,2061,2671.390655901437,LG,3329,0,73H,0
302,191,175.783298653469,LG,3329,0,ER4 DH4,0
302,611,930.971832912052,LG,3329,0,DH4,0
302,476,2904.542609563296,LG,3329,0,73H,0
302,755,376.6063021408517,LG,3329,0,ER4,0
302,650,2211.9701175562395,LG,3329,0,73H,0
302,575,1255.5185561025394,LG,3329,0,DH4,0
302,655,2201.2040223424183,LG,3329,0,73W,0
302,254,482.0579835316884,LG,3329,0,DH4,0
302,739,1711.4560274864918,LG,3329,0,73W 73H,0
302,479,3030.8502850788755,LG,3329,0,73H,0
302,578,1272.6101542267622,LG,3329,0,ER4,0
302,723,1671.233122705153,LG,3329,0,ER4,0
302,196,431.0579622569075,LG,3329,0,DH4 ER4,0
302,691,482.6543807766162,LG,3329,0,DH4 ER4,0
302,708,1158.408556421339,LG,3329,0,DH4,0
302,619,667.9415183033171,LG,3329,0,DH4,0
302,737,1484.5976967756067,LG,3329,0,73H 73W,0
302,1990,1153.0790279969947,LG,3329,0,73H 73W,0
302,493,2328.1043996586272,LG,3329,0,73H,0
302,666,2293.418902242486,LG,3329,0,73H 73W,0
302,199,79.72136088990779,LG,3329,0,DH4,0
302,481,3081.9779302234647,LG,3329,0,73H 73W,0
302,201,592.4998553482574,LG,3329,0,DH4 ER4,0
302,556,1795.4197154398203,LG,3329,0,73H,0
302,728,776.1766338771764,LG,3329,0,DH4 ER4,0
302,576,1739.1109945999888,LG,3329,0,73H,0
302,196,431.0579622569075,LH,3320,1,CR9 CR7,0
302,199,79.72136088990779,LH,3320,1,DH4,0
302,201,592.4998553482574,LH,3320,1,DH4 ER4,0
302,758,295.7083715283276,LX,4559,0,AR1 320,0
302,728,776.1766338771764,OS,491,0,DH4,0
302,295,795.7325540923179,SK,4319,0,CR9,0
302,770,2002.3696629624635,TK,4951,0,73W 739 738,0
302,739,1711.4560274864918,TP,4869,0,319 320 100,0
302,737,1484.5976967756067,TP,4869,1,100,0
302,253,484.00197743945705,U2,2297,0,319,0
302,739,1711.4560274864918,U2,2297,0,319,0
302,691,482.6543807766162,U2,2297,0,319,0
302,570,980.0792542987405,VY,2439,0,320,0
303,282,1143.3597747036138,AZ,596,1,E90,0
303,1962,1174.931290394109,BT,333,0,DH4,0
303,566,2738.477194221994,DY,3737,0,73H,0
303,253,1324.8286444306432,DY,3737,0,73H,0
303,315,377.85758152168785,DY,3737,0,733 73H,0
303,282,1143.3597747036138,KL,3090,1,EMJ,0
303,308,256.90146362326976,SK,4319,0,736,0
303,295,856.9944986467897,SK,4319,0,CR2 CR9,0
303,315,377.85758152168785,SK,4319,0,738 73G 736 73W 73H,0
303,332,262.0886518930876,SK,4319,0,736,0
303,334,1155.5405150952934,W6,5461,0,320,0
303,1965,1409.0252935731899,W6,5461,0,320,0
303,308,256.90146362326976,WF,5439,0,DH3 DH4,0
304,307,236.63918088662194,WF,5439,0,DH1 DH3 DH2,0
304,312,91.6468232978146,WF,5439,0,DH3 DH1,0
304,330,116.54118440454748,WF,5439,0,DH1 DH3 DH2,0
305,315,1233.9259881941991,DY,3737,0,733,0
305,330,173.8160830766358,DY,3737,0,733,0
305,315,1233.9259881941991,SK,4319,0,73G 73W 736,0
305,330,173.8160830766358,SK,4319,0,73G 73W,0
305,2188,79.04734974015133,WF,5439,0,DH2,0
305,319,251.2200397110758,WF,5439,0,DH1,0
305,322,61.7367070447664,WF,5439,0,DH3 DH1,0
305,2363,94.65686481869486,WF,5439,0,DH1 DH2,0
305,330,173.8160830766358,WF,5439,0,DH1 DH3 DH2,0
305,2191,246.09083535352187,WF,5439,0,DH2 DH1,0
306,308,674.677587912166,WF,5439,0,DH1,0
306,2357,137.94756746867478,WF,5439,0,DH1,0
306,315,596.9111237500956,WF,5439,0,DH3 DH1,0
306,329,56.324212034639174,WF,5439,0,DH1,0
306,332,231.28735711758935,WF,5439,0,DH1 DH2,0
307,315,811.4238432187957,DY,3737,0,73H,0
307,315,811.4238432187957,SK,4319,0,738 73G 736 73H 73W,0
307,330,326.36603429925924,SK,4319,0,736 73W,0
307,332,452.8104839690136,SK,4319,0,736,0
307,304,236.63918088662194,WF,5439,0,DH1 DH3,0
307,308,894.6610877497885,WF,5439,0,DH4,0
307,306,222.7259885718463,WF,5439,0,DH1,0
307,312,166.8930261177768,WF,5439,0,DH3 DH1,0
307,2355,103.29240791872033,WF,5439,0,DH1 DH2,0
307,321,172.87598584864847,WF,5439,0,DH1,0
307,2357,100.73566201786505,WF,5439,0,DH1 DH2,0
307,2203,181.40198226400975,WF,5439,0,DH1 DH2,0
307,2359,100.87642656017381,WF,5439,0,DH1,0
307,2152,148.32043286292432,WF,5439,0,DH1 DH2,0
307,329,168.26880742488882,WF,5439,0,DH1 DH2,0
307,2362,109.10141788613551,WF,5439,0,DH1,0
307,330,326.36603429925924,WF,5439,0,DH4,0
307,332,452.8104839690136,WF,5439,0,DH3,0
308,193,795.0745428240095,4U,2548,0,CRJ,0
308,255,1042.4498398460717,AA,24,1,319,0
308,282,888.5845993311895,AZ,596,1,737 E90,0
308,294,556.7131714347497,BA,1355,1,J31,0
308,255,1042.4498398460717,BA,1355,0,319,0
308,1962,1144.6535225687217,BT,333,0,73C DH4,0
308,579,2716.3623056212123,DY,3737,0,73H,0
308,566,2481.672404241794,DY,3737,0,73H,0
308,368,709.394047999807,DY,3737,0,73H,0
308,762,3168.401255160146,DY,3737,0,73H,0
308,570,2123.869631067485,DY,3737,0,73H,0
308,668,3069.4037447943306,DY,3737,0,73H,0
308,295,679.7173556312832,DY,3737,0,73H,0
308,559,2160.889251347344,DY,3737,0,73H,0
308,271,697.599455191148,DY,3737,0,73H,0
308,706,2111.933603685217,DY,3737,0,73H,0
308,1870,5605.565006041848,DY,3737,1,788,0
308,13,1489.9230825509585,DY,3737,0,73H,0
308,335,1458.5602690083363,DY,3737,0,73H,0
308,253,1071.2983676354133,DY,3737,0,73H,0
308,479,3920.426218060783,DY,3737,0,73H,0
308,619,1855.1529283189338,DY,3737,0,73H,0
308,629,1299.6216386272242,DY,3737,0,73H,0
308,315,322.77986648078115,DY,3737,0,73H 733,0
308,1990,2313.5237390971097,DY,3737,0,73H,0
308,716,1268.1049401716498,DY,3737,0,73H,0
308,333,159.34020305323625,DY,3737,0,73H,0
308,188,1016.54546575069,DY,3737,0,73H,0
308,332,461.5967750390977,DY,3737,0,73H,0
308,331,308.0757026698286,DY,3737,0,73H,0
308,333,159.34020305323625,FI,2835,0,75W,0
308,332,461.5967750390977,FI,2835,0,75W,0
308,570,2123.869631067485,IB,2822,1,320,0
308,282,888.5845993311895,KL,3090,0,737 F70 EMJ,0
308,191,1160.5538962761545,LH,3320,1,735 E90,0
308,300,697.1005214492318,RC,881,0,319,0
308,268,548.4458319822871,SK,4319,1,DH4 DH3,0
308,303,256.90146362326976,SK,4319,0,736,0
308,566,2481.672404241794,SK,4319,0,738,0
308,368,709.394047999807,SK,4319,0,736 73W,0
308,295,679.7173556312832,SK,4319,0,320 319 CR9 321 717 73G 73W 738 736,0
308,191,1160.5538962761545,SK,4319,1,735 E90,0
308,242,895.318972253481,SK,4319,0,736,0
308,315,322.77986648078115,SK,4319,0,73G 73W 73H 736 738,0
308,333,159.34020305323625,SK,4319,0,736,0
308,332,461.5967750390977,SK,4319,0,736 73W,0
308,315,322.77986648078115,TG,4940,1,73W,0
308,253,1071.2983676354133,U2,2297,0,319,0
308,570,2123.869631067485,VY,2439,0,320,0
308,334,1029.0080162375366,W6,5461,0,320,0
308,336,1394.1995840305508,W6,5461,0,320,0
308,1962,1144.6535225687217,W6,5461,0,320,0
308,1965,1348.0440937897122,W6,5461,0,320,0
308,268,548.4458319822871,WF,5439,0,DH4 DH3,0
308,303,256.90146362326976,WF,5439,0,DH3 DH4,0
308,306,674.677587912166,WF,5439,0,DH3 DH1,0
308,307,894.6610877497885,WF,5439,0,DH4,0
308,314,143.88847962885941,WF,5439,0,DH3 DH1,0
308,316,105.4585385527168,WF,5439,0,DH4 DH3,0
308,2200,214.78412382148034,WF,5439,0,DH1,0
308,310,283.8313382730718,WF,5439,0,DH4 DH3,0
308,318,342.22423584674175,WF,5439,0,DH4 DH3,0
308,320,293.3934954045984,WF,5439,0,DH3 DH4,0
308,327,273.09402398842053,WF,5439,0,DH3 DH1,0
308,2361,141.79952378383544,WF,5439,0,DH1,0
308,333,159.34020305323625,WF,5439,0,DH4,0
308,330,1220.923751904408,WF,5439,0,DH4,0
308,331,308.0757026698286,WF,5439,0,DH4 DH3,0
309,2204,38.5945751066065,WF,5439,0,DH1 DH2,0
309,2188,222.160712089243,WF,5439,0,DH2,0
309,2190,83.20917844229079,WF,5439,0,DH2,0
309,2364,57.21937935337534,WF,5439,0,DH2 DH1,0
309,2191,59.806351526750106,WF,5439,0,DH2,0
310,282,688.5270741953852,AZ,596,1,F70 E90,0
310,315,272.03477618978275,DY,3737,0,733 73H,0
310,282,688.5270741953852,KL,3090,1,EMJ F70,0
310,566,2302.1705392310173,SK,4319,0,73H,0
310,295,399.5703840113006,SK,4319,1,DH4,0
310,315,272.03477618978275,SK,4319,0,736 738 73G 73W 73H,0
310,334,768.0101590446098,W6,5461,0,320,0
310,308,283.8313382730718,WF,5439,0,DH4 DH3,0
310,295,399.5703840113006,WF,5439,0,DH4,0
310,333,160.55781295719177,WF,5439,0,DH3,0
310,332,604.131261940799,WF,5439,0,DH4 DH3,0
311,315,1054.3398442807347,DY,3737,0,733,0
312,333,1195.865221588875,BM,312,0,ER4,0
312,566,3520.416907298715,DY,3737,0,73H,0
312,315,968.8106495244226,DY,3737,0,73H 733,0
312,332,616.938424312944,DY,3737,0,73H,0
312,315,968.8106495244226,SK,4319,0,73W 73G 738 736 73H,0
312,304,91.6468232978146,WF,5439,0,DH3 DH1,0
312,307,166.8930261177768,WF,5439,0,DH3 DH1,0
312,330,159.6459360744202,WF,5439,0,DH3 DH1 DH2,0
312,332,616.938424312944,WF,5439,0,DH3,0
313,315,138.474153306908,M3,42,0,SWM,0
314,308,143.88847962885941,WF,5439,0,DH3 DH1,0
314,2200,86.17675267596482,WF,5439,0,DH1,0
314,318,223.08128758390984,WF,5439,0,DH3,0
314,315,364.54098274271337,WF,5439,0,DH1 DH3,0
315,353,414.1899127311671,2N,3652,0,SF3,0
315,193,724.8032679312987,4U,2548,0,CRJ,0
315,1952,2629.7685988434146,A3,96,1,73W 73G,0
315,255,1198.0685057120259,AA,24,1,319 320,0
315,201,852.1522662122804,AB,214,0,319,0
315,628,1349.139993247868,AF,137,0,E90,0
315,301,343.92810386220896,AY,2350,0,J31,0
315,218,767.5278826595385,AY,2350,0,319,0
315,201,852.1522662122804,AY,2350,1,319,0
315,628,1349.139993247868,AZ,596,1,E90,0
315,301,343.92810386220896,BA,1355,1,J31 FRJ,0
315,293,425.75720270309455,BA,1355,1,FRJ,0
315,294,499.94279212480023,BA,1355,1,FRJ,0
315,255,1198.0685057120259,BA,1355,0,319 320 321,0
315,268,830.4960159275131,BM,312,0,ER3,0
315,1962,828.6214961510016,BT,333,0,DH4 73C 735,0
315,328,319.9410162280234,DX,1954,0,AT4,0
315,303,377.85758152168785,DY,3737,0,733 73H,0
315,579,2833.013674433363,DY,3737,0,73H,0
315,612,2029.9033235624752,DY,3737,0,73H,0
315,566,2562.6742591729985,DY,3737,0,73H,0
315,305,1233.9259881941991,DY,3737,0,733,0
315,282,950.9926622268366,DY,3737,0,73H,0
315,368,386.65038559177805,DY,3737,0,73H 733,0
315,1952,2629.7685988434146,DY,3737,0,73H,0
315,762,2938.833805761244,DY,3737,0,73H,0
315,570,2182.4175809258254,DY,3737,0,73H,0
315,311,1054.3398442807347,DY,3737,0,733,0
315,783,1809.9514356753896,DY,3737,0,733,0
315,308,322.77986648078115,DY,3737,0,73H 733,0
315,569,2093.878061634494,DY,3737,0,73H,0
315,1919,8677.690644636772,DY,3737,1,788,0
315,294,499.94279212480023,DY,3737,0,733 73H,0
315,553,2248.5190918914286,DY,3737,0,73H,0
315,307,811.4238432187957,DY,3737,0,73H,0
315,787,1387.1331984296028,DY,3737,0,73H 733,0
315,676,1508.5870033275962,DY,3737,0,733,0
315,194,1058.0121872819898,DY,3737,0,73H,0
315,668,2892.408217370395,DY,3737,0,733,0
315,295,509.76801557696797,DY,3737,0,73H 733,0
315,559,2013.6680617450136,DY,3737,0,73H,0
315,288,1285.9969318498852,DY,3737,0,73H,0
315,271,964.880063305133,DY,3737,0,73H,0
315,312,968.8106495244226,DY,3737,0,73H 733,0
315,731,2902.5100409506376,DY,3737,0,73H,0
315,706,2039.430588901425,DY,3737,0,73H 733,0
315,1736,7583.622750102575,DY,3737,1,788,0
315,334,778.2527939676351,DY,3737,0,73H 733,0
315,755,1577.8465509641144,DY,3737,0,733,0
315,193,724.8032679312987,DY,3737,0,73H,0
315,316,338.55924437466587,DY,3737,0,733 73H,0
315,218,767.5278826595385,DY,3737,0,73H,0
315,1870,5919.20731307277,DY,3737,1,788,0
315,1401,1651.7514999901534,DY,3737,0,73H,0
315,13,1783.3620382513495,DY,3737,0,733,0
315,319,1377.4592194389672,DY,3737,0,733,0
315,335,1245.3366494917389,DY,3737,0,73H,0
315,310,272.03477618978275,DY,3737,0,733 73H,0
315,557,3244.6568981174696,DY,3737,0,73H,0
315,1408,1066.5816049308373,DY,3737,0,73H,0
315,253,1218.8285153252084,DY,3737,0,73H,0
315,739,2761.409530078925,DY,3737,0,73H,0
315,479,4098.187447853467,DY,3737,0,73H,0
315,326,2022.2129792361955,DY,3737,0,73H,0
315,242,1104.1949708788393,DY,3737,0,73H,0
315,577,2622.912685729936,DY,3737,0,733,0
315,723,2710.0028064522007,DY,3737,0,73H,0
315,320,354.4914624616094,DY,3737,0,733 73H,0
315,196,1309.7164910345946,DY,3737,0,73H,0
315,691,1619.0345594273888,DY,3737,0,733 73H,0
315,619,1849.1881388060642,DY,3737,0,73H,0
315,629,1383.6680261662925,DY,3737,0,73H 733,0
315,1964,748.6160122764595,DY,3737,0,733,0
315,1990,2360.0137207942826,DY,3737,0,73H,0
315,716,1132.7593073170378,DY,3737,0,73H 733,0
315,709,1828.830170437924,DY,3737,0,73H,0
315,561,1704.4745888429777,DY,3737,0,733,0
315,493,3470.230714502338,DY,3737,0,73H,0
315,1962,828.6214961510016,DY,3737,0,733 73H,0
315,563,1877.9307292240983,DY,3737,0,73H,0
315,333,335.31385337350895,DY,3737,0,73H 733,0
315,188,874.3205004369195,DY,3737,0,73H,0
315,339,763.5228097278921,DY,3737,0,733,0
315,481,4130.412246257666,DY,3737,0,73H,0
315,216,774.4793681036458,DY,3737,0,733 73H,0
315,330,1124.3738247482597,DY,3737,0,73H 733,0
315,332,371.2110281791234,DY,3737,0,733 73H,0
315,704,1627.9760166408148,DY,3737,0,733,0
315,728,1382.3848994727107,DY,3737,0,733,0
315,1965,1045.8789727605306,DY,3737,0,73H 733,0
315,340,1074.864821164471,DY,3737,0,733 73H,0
315,368,386.65038559177805,ET,2220,0,736 73W 738,0
315,191,1132.8994841260924,ET,2220,1,319 320 32A,0
315,13,1783.3620382513495,FI,2835,0,75W 75T,0
315,201,852.1522662122804,HU,2660,0,319,0
315,570,2182.4175809258254,IB,2822,1,320,0
315,255,1198.0685057120259,IB,2822,1,319 320,0
315,282,950.9926622268366,KL,3090,0,737 EMJ,0
315,195,1017.8133186528526,LH,3320,1,73G 73W 738 736,0
315,191,1132.8994841260924,LH,3320,0,32A 319 320,0
315,196,1309.7164910345946,LH,3320,0,320 319 E95 321,0
315,330,1124.3738247482597,LH,3320,1,73G,0
315,758,1417.0593603003651,LX,4559,0,319 320,0
315,301,343.92810386220896,M3,42,0,SWM,0
315,323,405.0858578906036,M3,42,0,SWM,0
315,313,138.474153306908,M3,42,0,SWM,0
315,728,1382.3848994727107,OS,491,1,319 100 F70,0
315,216,774.4793681036458,OV,2218,0,E70,0
315,295,509.76801557696797,PK,3871,0,777,0
315,1034,5292.880566597592,PK,3871,0,777,0
315,3204,4957.07593014463,QR,4091,0,788,0
315,301,343.92810386220896,SK,4319,0,73H 73G,0
315,268,830.4960159275131,SK,4319,0,736 73W 73H,0
315,303,377.85758152168785,SK,4319,0,736 73W 73G 73H 738,0
315,579,2833.013674433363,SK,4319,0,738,0
315,566,2562.6742591729985,SK,4319,0,73H 738 73G,0
315,305,1233.9259881941991,SK,4319,0,73G 73W 736,0
315,282,950.9926622268366,SK,4319,0,736 738 73G 73H,0
315,368,386.65038559177805,SK,4319,0,73W 738 736 73H 73G 717,0
315,1952,2629.7685988434146,SK,4319,0,73W 73G,0
315,570,2182.4175809258254,SK,4319,0,738 73G,0
315,308,322.77986648078115,SK,4319,0,73H 736 73W 73G 738,0
315,1919,8677.690644636772,SK,4319,0,773,0
315,294,499.94279212480023,SK,4319,0,AT7,0
315,307,811.4238432187957,SK,4319,0,73G 738 736 73H 73W,0
315,184,1104.4469592183339,SK,4319,0,738 73W 73G 73H 736,0
315,628,1349.139993247868,SK,4319,0,738 73W 736 73H 73G,0
315,668,2892.408217370395,SK,4319,0,738,0
315,295,509.76801557696797,SK,4319,0,73H 73G 321 320 738 319 73W 736,0
315,288,1285.9969318498852,SK,4319,0,73G 738 73W,0
315,195,1017.8133186528526,SK,4319,0,73G 73W 738 736,0
315,271,964.880063305133,SK,4319,0,73W,0
315,312,968.8106495244226,SK,4319,0,73G 738 73W 736 73H,0
315,1721,5934.964484051801,SK,4319,0,333,0
315,706,2039.430588901425,SK,4319,0,738 73W,0
315,191,1132.8994841260924,SK,4319,0,738 73W 73H 73G 736,0
315,334,778.2527939676351,SK,4319,0,738 73G 73W,0
315,343,282.39551273778926,SK,4319,1,DH3,0
315,3135,3051.9682806260075,SK,4319,0,73W,0
315,316,338.55924437466587,SK,4319,0,73G 736 73H 738 73W,0
315,218,767.5278826595385,SK,4319,1,717,0
315,770,2454.193665124041,SK,4319,0,321 738,0
315,13,1783.3620382513495,SK,4319,0,738 73W,0
315,319,1377.4592194389672,SK,4319,0,73W 73G 736,0
315,310,272.03477618978275,SK,4319,0,738 73W 73G 736 73H,0
315,318,373.73395188950246,SK,4319,0,738 73W 736 73H 73G,0
315,255,1198.0685057120259,SK,4319,0,73G 738 73H 736 73W,0
315,479,4098.187447853467,SK,4319,0,738,0
315,326,2022.2129792361955,SK,4319,0,738 73W,0
315,242,1104.1949708788393,SK,4319,0,738 736,0
315,320,354.4914624616094,SK,4319,0,73H 736 73G 73W,0
315,196,1309.7164910345946,SK,4319,0,73H 73G 73W,0
315,691,1619.0345594273888,SK,4319,0,738 73G 73H,0
315,619,1849.1881388060642,SK,4319,0,738 73H 73G,0
315,1990,2360.0137207942826,SK,4319,0,738,0
315,716,1132.7593073170378,SK,4319,0,73H 738,0
315,1962,828.6214961510016,SK,4319,1,DH4 73C 735,0
315,333,335.31385337350895,SK,4319,0,736 73W 73G 738 73H,0
315,1435,1606.792605674558,SK,4319,1,320,0
315,216,774.4793681036458,SK,4319,1,E70,0
315,330,1124.3738247482597,SK,4319,0,73G 73H 736 73W 738,0
315,332,371.2110281791234,SK,4319,0,738 736 73H 73G 73W,0
315,201,852.1522662122804,SK,4319,0,738 73W 73G,0
315,758,1417.0593603003651,SK,4319,0,73G 738 736,0
315,184,1104.4469592183339,SN,1531,0,AR1 319,0
315,1435,1606.792605674558,SU,130,0,320,0
315,1919,8677.690644636772,TG,4940,0,773,0
315,770,2454.193665124041,TK,4951,0,321 738,0
315,739,2761.409530078925,TP,4869,0,320,0
315,1721,5934.964484051801,UA,5209,0,752,0
315,570,2182.4175809258254,VY,2439,0,320,0
315,306,596.9111237500956,WF,5439,0,DH1 DH3,0
315,314,364.54098274271337,WF,5439,0,DH1 DH3,0
315,343,282.39551273778926,WF,5439,0,DH3,0
315,2200,351.64905665217367,WF,5439,0,DH1,0
315,324,273.77894673143516,WF,5439,0,DH1,0
315,2360,327.4811832087608,WF,5439,0,DH1,0
315,2361,242.40145442734524,WF,5439,0,DH1,0
