# index, pid, community, size, pos, leamer, name, color, _pos
150,730,0,68.801513671875,"array([3727.99035645, 4112.24865723])",4,CHOCOLATE & OTHER FOOD PREPTNS.  CONTAINING COCOA,"#ff0062
","array([-7.58476177, -6.67282302])"
151,6532,0,59.765625,"array([4827.64257812, 5531.50854492])",8,"FABRICS,WOVEN CONTAIN.85% OF DISCONTIN.SYNTH.FIBR.","#c4af78
","array([-7.20756715, -7.09385959])"
152,240,0,83.966796875,"array([3417.37304688, 3990.45300293])",5,CHEESE AND CURD,"#223f59
","array([-7.64847277, -6.64967199])"
153,7162,0,112.289306640625,"array([2137.4017334 , 4821.37280273])",9,"ELECT.MOTORS & GENERATORS,GENERATING SETS","#4037ab
","array([-7.52564937, -6.5582609 ])"
154,6998,0,82.757080078125,"array([2516.26965332, 4519.37915039])",8,"ART.,NES.OF COPPER,NICKEL,ALUMINIUM,LEAD,ZINC,TIN","#ffc86c
","array([-7.49174389, -6.57427908])"
155,7416,0,102.185546875,"array([ 595.69696045, 4677.671875  ])",9,MACH.PLANT & SIM.LAB.EQUIP.INVOLV.A TEMP.CHANGE,"#4037ab
","array([-7.49311404, -6.41004564])"
156,6940,0,94.84750366210938,"array([ 297.17805481, 4467.13061523])",8,"NAILS,SCREWS,NUTS,BOLTS ETC.OF IRON.STEEL,COPPER","#4037ab
","array([-7.46581946, -6.39834678])"
157,7129,0,59.53680419921875,"array([ 941.08248901, 4273.44726562])",9,PARTS OF THE POWER UNITS OF 712.6-,"#4037ab
","array([-7.47436208, -6.44375416])"
158,7431,0,99.04150390625,"array([1647.39086914, 5046.75512695])",9,"AIR PUMPS,VACUUM PUMPS & COMPRESSORS","#4037ab
","array([-7.45808636, -6.48417736])"
159,7810,0,209.120361328125,"array([1722.17993164, 4563.29589844])",9,"PASSENGER MOTOR CARS,FOR TRANSPORT OF PASS.& GOOD","#4037ab
","array([-7.4790944 , -6.48417863])"
160,8443,0,58.1728515625,"array([4850.05078125, 4416.25097656])",7,"UNDER GARMENTS,WOMEN,S,OF TEXTILE FABRICS","#ffc200
","array([-7.42356141, -6.97332359])"
161,5832,0,82.409912109375,"array([2082.77209473, 3322.42456055])",10,POLYPROPYLENE,"#a66195
","array([-7.68215635, -6.57419336])"
162,6911,0,88.150146484375,"array([3382.71350098, 4468.53637695])",8,STRUCTURES & PARTS OF STRUC.:IRON/STEEL;PLATES,"#473b1c
","array([-7.55097618, -6.72365805])"
163,7373,0,65.87078857421875,"array([ 525.62393188, 4428.98364258])",9,"WELDING,BRAZING,CUTTING,SOLDERING MACHINES & PARTS","#4037ab
","array([-7.47861049, -6.40627927])"
164,5831,0,108.427978515625,"array([2157.43078613, 3177.76477051])",10,POLYETHYLENE,"#a66195
","array([-7.71484016, -6.64554386])"
165,2871,0,71.27978515625,"array([5363.24780273, 2203.34716797])",2,COPPER ORES & CONCENTRATES;COPPER MATTE,"#e88801
","array([-8.04475571, -7.05869543])"
166,2877,0,56.080810546875,"array([1128.47937012, 2618.52319336])",2,MANGANESE ORES AND CONCENTRATES,"#d66011
","array([-6.94634099, -6.44712134])"
167,2860,0,53.95654296875,"array([1134.60205078, 2467.47363281])",2,ORES AND CONCENTRATES OF URANIUM AND THORIUM,"#d66011
","array([-6.90428156, -6.4440781 ])"
168,121,0,58.163818359375,"array([-1828.4630127 ,  4537.50146484])",5,"BACON,HAM & OTHER DRIED,SALTED,SMOKED MEAT OF SWI.","#ff0062
","array([-7.5336488 , -6.02549265])"
169,2875,0,59.66796875,"array([4989.44873047, 2155.7668457 ])",2,ZINC ORES AND CONCENTRATES,"#ffc86c
","array([-8.13069244, -7.33217291])"
170,2874,0,55.771484375,"array([5051.03271484, 2038.91546631])",2,LEAD ORES AND CONCENTRATES,"#ffc86c
","array([-8.16847333, -7.34604181])"
171,2872,0,59.7196044921875,"array([-523.59002686, 2422.41040039])",2,NICKEL ORES AND CONCENTRATES;NICKEL MATTES ETC.,"#c93c00
","array([-7.02731335, -6.00559879])"
172,6821,0,101.31591796875,"array([5256.37280273, 2269.88012695])",2,"COPPER AND COPPER ALLOYS,REFINED OR NOT,UNWROUGHT","#e88801
","array([-8.00371261, -7.05239548])"
173,5111,0,65.94189453125,"array([-1677.75524902,  3841.52099609])",10,ACYCLIC HYDROCARBONS,"#9c219c
","array([-7.51299755, -5.86445455])"
174,2879,0,60.42822265625,"array([5102.66381836, 2398.36877441])",2,ORES & CONCENTRAT.OF OTHER NON-FERROUS BASE METAL,"#e88801
","array([-7.95123531, -7.04491667])"
175,129,0,47.852294921875,"array([3315.51403809, 3363.71386719])",5,"MEAT& EDIB.OFFALS,N.E.S.SALT.IN BRINE DRIED/SMOK.","#9fb3bf
","array([-7.66348444, -6.7139601 ])"
176,5138,0,67.991455078125,"array([-1433.00231934,  3924.83898926])",10,"POLYCARBOXYLIC ACIDS & THEIR ANHYDRIDES,ETC.","#9c219c
","array([-7.50203574, -5.90550273])"
177,8122,0,58.768798828125,"array([4052.13635254, 4462.76513672])",8,"SINKS,WASH BASINS,BIDETS,WATER CLOSET PANS,ETC","#473b1c
","array([-7.48796475, -6.77835651])"
178,5825,0,59.252685546875,"array([1444.24499512, 5658.27294922])",10,POLYURETHANES,"#9c9a87
","array([-7.37087329, -6.47488217])"
179,5823,0,101.3101806640625,"array([-1562.00384521,  2512.22607422])",10,ALKYDS AND OTHER POLYESTERS,"#9c9a87
","array([-7.22462701, -5.51466186])"
180,5723,0,55.4422607421875,"array([-1809.02581787,  2884.0625    ])",10,"PYROTECHNIC ARTICLES:(FIREWORK,RAILWAY FOG ETC.)","#9c9a87
","array([-7.50604573, -5.61654881])"
181,8933,0,49.2281494140625,"array([-1627.89324951,  3079.24560547])",7,ORNAMENTAL ART.AND OBJECTS OF MAT.OF DIV.58,"#ff707a
","array([-7.46458667, -5.62615827])"
182,7762,0,74.42010498046875,"array([-838.84976196, 4054.87536621])",9,OTHER ELECTR.VALVES AND TUBES,"#ff6bb0
","array([-7.6646147 , -6.08138908])"
183,9310,0,168.367431640625,"array([2291.07165527, 2977.51611328])",7,"SPECIAL TRANSACTIONS & COMMOD.,NOT CLASS.TO KIND","#9c9a87
","array([-7.78382561, -6.67805915])"
184,5833,0,86.49365234375,"array([-1426.33959961,  2760.04418945])",10,POLYSTYRENE AND ITS COPOLYMERS,"#9c9a87
","array([-7.24315031, -5.55522252])"
185,5826,0,59.81298828125,"array([-1249.77490234,  3860.9753418 ])",10,EPOXIDE RESINS,"#9c219c
","array([-7.4366446 , -5.82222094])"
186,6783,0,88.06088256835938,"array([ 500.50794983, 2947.27197266])",8,"OTHER TUBES AND PIPES,OF IRON OR STEEL","#a33bff
","array([-7.20239586, -6.5888061 ])"
187,6822,0,102.38714599609375,"array([ 994.46170044, 3280.64599609])",2,"COPPER AND COPPER ALLOYS,WORKED","#a33bff
","array([-7.30920751, -6.59290418])"
188,5834,0,87.6201171875,"array([2022.98242188, 3512.15661621])",10,POLYVINYL CHLORIDE,"#a66195
","array([-7.6050539 , -6.54299457])"
189,7741,0,75.2386474609375,"array([-1767.55316162,  4906.09790039])",9,ELECTRO-MEDICAL APPARATUS,"#9c219c
","array([-7.59067334, -6.10614606])"
190,15,0,58.5556640625,"array([3793.85742188, 5445.92919922])",5,"HORSES, ASSES, MULES AND HINNIES, LIVE","#9fb3bf
","array([-7.78206049, -6.59368827])"
191,460,0,58.185546875,"array([4008.81787109, 2816.82788086])",6,MEAL AND FLOUR OF WHEAT AND FLOUR OF MESLIN,"#78b83d
","array([-7.63891757, -7.00631678])"
192,6992,0,58.951171875,"array([1169.41662598, 5482.51098633])",8,"CHAIN AND PARTS THEREOF,OF IRON OR STEEL","#4037ab
","array([-7.34424927, -6.36342988])"
193,6760,0,57.9210205078125,"array([1162.69647217, 5659.38818359])",8,RAILS AND RAILWAY TRACK CONSTRUCTION MATERIAL,"#4037ab
","array([-7.26506427, -6.3093692 ])"
194,5413,0,77.34716796875,"array([1651.86950684, 3385.3137207 ])",10,"ANTIBIOTICS N.E.S.,NOT INCL.  IN 541.7","#730049
","array([-7.70266365, -6.46221161])"
195,6130,0,57.603759765625,"array([3715.97058105, 5624.5234375 ])",8,"FURSKINS,TANNED/DRESSED,PIECES/CUTTINGS OF FURSKIN","#9fb3bf
","array([-7.75268291, -6.5505015 ])"
196,5137,0,81.00311279296875,"array([-991.27639771, 4744.77734375])",10,"MONOCARBOXYLIC ACIDS & THEIR ANHYDRIDES,HALIDES,","#9c219c
","array([-7.52352734, -6.14281884])"
197,752,0,57.974609375,"array([4885.48535156, 3326.36376953])",4,SPICES (EXCEPT PEPPER AND PIMENTO),"#78b83d
","array([-7.52943043, -6.94965576])"
198,5419,0,67.45501708984375,"array([ 712.73098755, 3828.3215332 ])",10,"PHARMACEUTICAL GOODS,OTHER THAN MEDICAMENTS","#730049
","array([-7.56383009, -6.36056752])"
199,7263,0,58.070852279663086,"array([ -55.97165394, 4489.19311523])",9,"MACH.,APPAR.,ACCESS.FOR TYPE FOUNDING OR SETTING","#4037ab
","array([-7.50941199, -6.29772295])"
200,7413,0,61.89666748046875,"array([ 434.08972168, 4129.51416016])",9,IND.& LAB.FURNACES AND OVENS AND PARTS,"#4037ab
","array([-7.47264422, -6.37776145])"
201,6975,0,57.88623046875,"array([2538.98193359, 5169.24682617])",8,"SANITARY WARE FOR INDOOR USE, AND PARTS","#4037ab
","array([-7.48218388, -6.54293184])"
202,7368,0,59.08245849609375,"array([ 402.05184937, 4770.73046875])",9,"WORK HOLDERS,SELF-OPENING DIEHEADS & TOOL HOLDERS","#4037ab
","array([-7.42279084, -6.36304159])"
203,7372,0,60.6212158203125,"array([ 858.49981689, 4798.31274414])",9,"ROLLING MILLS,ROLLS THEREFOR AND PARTS","#4037ab
","array([-7.42634108, -6.42178442])"
204,7251,0,58.56604766845703,"array([  73.84569931, 3904.57629395])",9,"MACH.  FOR MAK./FINIS. CELLUL.  PULP,PAPER,PAPERBO.","#4037ab
","array([-7.44043959, -6.28335805])"
205,7169,0,70.935546875,"array([2067.60327148, 4391.27099609])",9,PARTS OF ROTATING ELECTRIC PLANT,"#4037ab
","array([-7.4985093 , -6.51828956])"
206,7784,0,68.8050537109375,"array([ 620.0614624 , 5404.77319336])",9,TOOLS FOR WORKING IN THE HAND WITH ELECT.MOTOR,"#4037ab
","array([-7.40538756, -6.31055341])"
207,7822,0,60.937744140625,"array([ 425.32000732, 3745.04345703])",9,SPECIAL PURPOSE MOTOR LORRIES AND VANS,"#4037ab
","array([-7.43258443, -6.32424707])"
208,9510,0,59.9697265625,"array([1516.71789551, 5451.78979492])",9,"ARMOURED FIGHTING VEHICLES,ARMS OF WAR & AMMUNIT.","#4037ab
","array([-7.57457894, -6.40119578])"
209,7434,0,61.12933349609375,"array([1025.76260376, 5658.38232422])",9,"FANS,BLOWERS AND THE LIKE,AND PARTS","#4037ab
","array([-7.33094498, -6.5149096 ])"
210,7435,0,56.9454345703125,"array([ 103.02322388, 5191.65991211])",9,CENTRIFUGES,"#4037ab
","array([-7.5483437 , -6.32792511])"
211,8741,0,62.37097930908203,"array([ 101.89896774, 3612.92578125])",9,"SURVEYING,HYDROGRAPHIC,COMPASSES ETC.","#4037ab
","array([-7.57360357, -6.34299544])"
212,548,0,57.515625,"array([5603.18408203, 3823.83276367])",4,"VEGETABLE PRODUCTS,ROOTS & TUBERS,FOR HUMAN FOOD","#78b83d
","array([-7.4748526 , -7.01252475])"
213,7415,0,97.94610595703125,"array([-714.92459106, 3322.80395508])",9,AIR CONDITIONING MACH.SELF-CONTAINED AND PARTS,"#ff6bb0
","array([-7.36094699, -5.8982005 ])"
214,5334,0,82.22265625,"array([2698.38574219, 3803.6496582 ])",10,"VARNISHES AND LACOUERS;DISTEMPERS,WATER PIGMENTS","#730049
","array([-7.63543181, -6.60225033])"
215,6359,0,60.87646484375,"array([3558.38842773, 4577.64453125])",3,"MANUFACTURED ARTICLES OF WOOD,N.E.S.","#473b1c
","array([-7.57915967, -6.73262521])"
216,7511,0,52.69769287109375,"array([-863.4515686 , 2631.94482422])",9,TYPEWRITTERS;CHEQUE-WRITTING MACHINES,"#ff6bb0
","array([-7.25526067, -5.65171994])"
217,8989,0,56.430755615234375,"array([ 465.06706238, 3548.73608398])",7,PARTS OF AND ACCESSORIES FOR MUSICAL INSTRUMENTS,"#4037ab
","array([-7.40702462, -6.45098307])"
218,2925,0,60.0455322265625,"array([-2069.79144287,  1861.3605957 ])",5,"SEEDS,FRUIT & SPORES,NES,OF A KIND USED FOR SOWING","#005a4f
","array([-7.11458915, -5.13190682])"
219,5835,0,51.5782470703125,"array([-921.15740967, 4937.97900391])",10,COPOLYMERS OF VINYL CHLORIDE AND VINYL ACETATE,"#9c219c
","array([-7.6382921 , -6.13943212])"
220,6631,0,58.7125244140625,"array([ 355.54443359, 4547.66674805])",7,"HAND POLISHING STONES,WHETSTONES,OILSTONES,HONES","#4037ab
","array([-7.38369821, -6.33786173])"
221,6863,0,55.947265625,"array([1066.88586426, 3196.82299805])",2,"ZINC AND ZINC ALLOYS,WORKED","#a33bff
","array([-7.12699109, -6.57703142])"
222,2873,0,83.662841796875,"array([1122.2668457, 2772.4050293])",2,ALUMINIUM ORES AND CONCENTRATES (INCLUD.ALUMINA),"#d66011
","array([-7.00217164, -6.45169418])"
223,6713,0,58.213623046875,"array([1232.49438477, 3337.81433105])",8,"IRON OR STEEL POWDERS,SHOT OR SPONGE","#a33bff
","array([-7.26916588, -6.48339423])"
224,5239,0,59.0517578125,"array([1432.28198242, 3331.14379883])",10,"INORGANIC CHEMICAL PRODUCTS,N.E.S","#b54e61
","array([-7.32017337, -6.43360062])"
225,2786,0,55.40380859375,"array([4203.36791992, 6352.62939453])",2,"SLAG,DROSS,SCALINGS AND SIMILAR WASTE,N.E.S.","#ffc86c
","array([-7.91902403, -6.79585031])"
226,2782,0,61.435791015625,"array([1483.37475586, 3217.80175781])",2,"CLAY AND OTHER REFRACTORY MINERALS, N.E.S.","#ffc86c
","array([-7.24927263, -6.40328425])"
227,2785,0,56.373291015625,"array([1447.86035156, 3101.95117188])",2,"QUARTZ,MICA,FELSPAR,FLUORSPAR,CRYOLITE & CHIOLITE","#ffc86c
","array([-7.19827949, -6.38871854])"
228,2815,0,88.401611328125,"array([1123.14221191, 2933.52880859])",2,"IRON ORE AND CONCENTRATES,NOT AGGLOMERATED","#d66011
","array([-7.07158949, -6.45934041])"
229,2816,0,61.26953125,"array([1241.71740723, 3144.17016602])",2,"IRON ORE AGGLOMERATES (SINTERS,PELLETS,BRIQUETTES)","#d66011
","array([-7.15348608, -6.47574992])"
230,2814,0,47.094970703125,"array([1246.92321777, 2746.22387695])",2,"ROASTED IRON PYRITES,WHETHER OR NOT AGGLOMERATED","#a33bff
","array([-7.04527249, -6.49607808])"
231,6712,0,59.526123046875,"array([1251.9005127 , 2931.49682617])",8,"PIG IRON,CAST IRON AND SPIEGELEISEN,IN PIGS,BLOCKS","#a33bff
","array([-7.09256495, -6.48816925])"
232,8433,0,61.64111328125,"array([5262.7824707 , 3636.42871094])",7,"DRESSES,WOMENS,OF TEXTILE FABRICS","#ffc200
","array([-7.45995223, -6.93572738])"
233,8435,0,79.912109375,"array([4746.24511719, 4021.64782715])",7,BLOUSES OF TEXTILE FABRICS,"#ffc200
","array([-7.46768743, -6.91791533])"
234,8432,0,58.0078125,"array([4978.09130859, 4003.91674805])",7,"SUITS & COSTUMES,WOMENS,OF TEXTILE FABRICS","#ffc200
","array([-7.45932977, -6.91079209])"
235,8424,0,60.54736328125,"array([4588.03051758, 4117.8885498 ])",7,"JACKETS,BLAZERS OF TEXTILE FABRICS","#ffc200
","array([-7.49507016, -6.89966067])"
236,8429,0,82.88720703125,"array([4961.3034668 , 4218.76879883])",7,OTHER OUTER GARMENTS OF TEXTILE FABRICS,"#ffc200
","array([-7.45502313, -6.92454107])"
237,8421,0,58.68115234375,"array([4653.18530273, 3551.68652344])",7,"OVERCOATS AND OTHER COATS, MEN,S","#ffc200
","array([-7.4807777 , -6.90411105])"
238,8431,0,75.61376953125,"array([4517.69018555, 4016.5567627 ])",7,COATS AND JACKETS OF TEXTILE FABRICS,"#ffc200
","array([-7.48599286, -6.89180335])"
239,8422,0,60.39306640625,"array([4875.27709961, 3547.07177734])",7,"SUITS,MENS,OF TEXTILE FABRICS","#ffc200
","array([-7.48532774, -6.92510176])"
240,8464,0,13.63623046875,"array([4991.97241211, 4034.56469727])",7,"UNDER GARMENTS,KNITTED OF OTHER FIBRES","#ffc200
","array([-7.49696295, -6.92552871])"
241,8442,0,58.18505859375,"array([5339.9699707 , 3828.22705078])",7,"UNDER GARMENTS,EXCL.SHIRTS,OF TEXTILE FABRICS","#ffc200
","array([-7.47814225, -6.95065225])"
242,4313,0,58.228759765625,"array([1055.29675293, 3029.89501953])",5,"FATTY ACIDS,ACID OILS,AND RESIDUES","#ff0062
","array([-7.09088858, -6.60044303])"
243,6411,0,92.27964782714844,"array([-196.36103058, 3558.5871582 ])",3,NEWSPRINT,"#bf8845
","array([-7.31216535, -6.14167677])"
244,6531,0,95.47509765625,"array([4661.43725586, 5350.05151367])",8,"FABRICS,WOVEN OF CONTINUOUS SYNTH.TEXTIL.MATERIALS","#c4af78
","array([-7.23480983, -7.01348065])"
245,6535,0,59.5478515625,"array([4886.77978516, 5393.24926758])",8,FABRICS WOVEN OF CONTIN.REGENERAT.TEXTIL.MATERIALS,"#c4af78
","array([-7.24214418, -7.06460492])"
246,7913,0,55.944671630859375,"array([ 233.15589905, 5259.05639648])",9,"RAILWAY & TRAMWAY COACHES,VANS,TRUCKS ETC.","#4037ab
","array([-7.40614832, -6.3336301 ])"
247,6579,0,52.98779296875,"array([2313.39990234, 4707.07861328])",8,SPECIAL PRODUCTS OF TEXTILE MATERIALS,"#730049
","array([-7.52356132, -6.50418265])"
248,6880,0,49.17877197265625,"array([-703.83102417, 5016.64892578])",2,"URANIUM DEPLETED IN U235 & THORIUM,& THEIR ALLOYS","#9c219c
","array([-7.62408306, -6.10434147])"
249,7252,0,59.53515625,"array([ 194.7350769 , 4017.02966309])",9,PAPER & PAPERBOARD CUTTING MACH.OF ALL KINDS,"#4037ab
","array([-7.45521108, -6.26753874])"
250,2631,0,76.529296875,"array([4623.56591797, 6222.12939453])",6,"COTTON (OTHER THAN LINTERS),NOT CARDED OR COMBED","#3aa67b
","array([-6.92434438, -7.06522298])"
251,4232,0,61.177490234375,"array([3003.04797363, 6523.56811523])",6,SOYA BEAN OIL,"#6c8806
","array([-8.25596816, -6.36197986])"
252,2120,0,57.6376953125,"array([2036.78222656, 6069.22070312])",5,"FURSKINS, RAW (INCLUD.ASTRAKHAN,CARACUL, ETC.)","#223f59
","array([-7.81372846, -6.29864233])"
253,3224,0,55.82470703125,"array([2098.56396484, 5689.94848633])",2,"PEAT,WHETHER/NOT COMPRES.INTO BALES NOT AGGLOMERA","#9c9a87
","array([-7.79024086, -6.33415903])"
254,2117,0,54.10205078125,"array([4295.04467773, 2760.87109375])",5,"SHEEP & LAMB SKINS WITHOUT THE WOOL,RAW(FRESH ETC)","#21366b
","array([-7.83284299, -7.06765907])"
255,6852,0,51.29443359375,"array([4379.70922852, 2833.20214844])",2,"LEAD AND LEAD ALLOYS,WORKED","#ffc86c
","array([-7.81787257, -7.0966754 ])"
256,2111,0,61.0205078125,"array([4153.84326172, 2545.19140625])",5,"BOVINE & EQUINE HIDES (OTHER THAN CALF),RAW","#21366b
","array([-7.76963639, -7.05976573])"
257,2114,0,45.93505859375,"array([4537.45922852, 2258.71923828])",5,"GOAT & KID SKINS,RAW (FRESH,SALTED,DRIED,PICKLED)","#21366b
","array([-7.74152676, -7.12366682])"
258,2511,0,60.3935546875,"array([2558.50463867, 3215.03027344])",3,"WASTE PAPER,PAPERBOARD;ONLY FOR USE PAPER-MAKING","#9c9a87
","array([-7.81962738, -6.62622877])"
259,1222,0,95.086181640625,"array([3396.89611816, 5138.03466797])",6,CIGARETTES,"#bfbb11
","array([-7.53802217, -6.76599317])"
260,5155,0,60.4552001953125,"array([-1196.65887451,  5459.63354492])",10,OTHER ORGANO-INORGANIC COMPOUNDS,"#9c219c
","array([-7.60922  , -6.2167163])"
261,6642,0,59.8280029296875,"array([-1815.6831665 ,  4291.22192383])",7,OPTICAL GLASS AND ELEMENTS OF OPTICAL GLASS,"#9c219c
","array([-7.71574105, -6.22911359])"
262,5148,0,121.144287109375,"array([-1569.26281738,  4382.55957031])",10,OTHER NITROGEN-FUNCTION COMPOUNDS,"#9c219c
","array([-7.7037262 , -6.19914471])"
263,7929,0,139.0155029296875,"array([-1289.269104  ,  4639.31958008])",9,"PARTS OF HEADING 792--,EXCL.TYRES,ENGINES","#0576a6
","array([-7.66986838, -6.15607946])"
264,6871,0,58.5010986328125,"array([-1499.86895752,  4043.91625977])",2,"TIN AND TIN ALLOYS,UNWROUGHT","#9c219c
","array([-7.79256032, -6.19482405])"
265,5147,0,61.5369873046875,"array([-317.00228882, 5305.46240234])",10,CARBOXYAMIDE-FUNCTION COMPOUNDS;& OTHER COMPOUN,"#9c219c
","array([-7.48519245, -6.1527667 ])"
266,7233,0,56.43536376953125,"array([-634.24191284, 4060.20239258])",9,"ROAD ROLLERS,MECHANICALLY PROPELLED","#4037ab
","array([-7.63768606, -6.27882921])"
267,5157,0,59.041259765625,"array([-1395.48571777,  4171.15844727])",10,"SULPHONAMIDES,SULTONES AND SULTAMS","#9c219c
","array([-7.72499   , -6.18171213])"
268,5822,0,57.78857421875,"array([1441.64855957, 5228.4934082 ])",10,AMINOPLASTS,"#38f2f1
","array([-7.43902181, -6.48131205])"
269,7269,0,59.983917236328125,"array([ 139.18421936, 4501.5612793 ])",9,"PARTS OF THE MACHINES OF 726.31,726.4-,726.7-","#4037ab
","array([-7.49190177, -6.34791165])"
270,7452,0,112.8740463256836,"array([  15.76280594, 4391.70385742])",9,OTHER NON-ELECTRICAL MACH.AMP PARTS,"#4037ab
","array([-7.46064522, -6.30628117])"
271,7259,0,60.38597106933594,"array([ 136.68093109, 4118.78991699])",9,PARTS OF THE MACH.  OF 725--,"#4037ab
","array([-7.46687653, -6.33220382])"
272,6343,0,61.5380859375,"array([3357.82446289, 4647.08105469])",3,IMPROVED WOOD AND RECONSTITUTED WOOD,"#473b1c
","array([-7.56053093, -6.6971763 ])"
273,7188,0,61.001708984375,"array([1559.93652344, 3976.67285156])",9,"ENGINES & MOTORS,N.E.S.SUCH AS WATER TURBINES ETC.","#4037ab
","array([-7.45409567, -6.46589833])"
274,5323,0,54.6737060546875,"array([-1270.76080322,  4479.38085938])",10,"SYNTH.ORG.TANNING SUBSTANCES,& INORG.TANNING SUBST","#9c219c
","array([-7.49809246, -6.11843882])"
275,5311,0,78.61233520507812,"array([-426.10792542, 5236.79980469])",10,SYNTHETIC ORGANIC DYESTUFFS,"#9c219c
","array([-7.46293151, -6.11219794])"
276,7518,0,92.436279296875,"array([-1210.515625  ,  3119.06176758])",9,"OFFICE MACHINES, N.E.S.","#ff6bb0
","array([-7.3811909 , -5.64094952])"
277,7723,0,68.837890625,"array([-1164.98266602,  3031.04370117])",9,"RESISTORS,FIXED OR VARIABLE AND PARTS","#ff6bb0
","array([-7.27273779, -5.61031948])"
278,586,0,58.36767578125,"array([4198.31567383, 3501.18603516])",4,"FRUIT,TEMPORARILY PRESERVED","#ff0062
","array([-7.69128447, -6.89533623])"
279,6546,0,56.569091796875,"array([2180.86853027, 4183.63574219])",8,"FABRICS OF GLASS FIBRE,PILE FAB.TULLE,LACE,KNITTED","#730049
","array([-7.54509231, -6.44477397])"
280,2472,0,61.503173828125,"array([3526.43640137, 3485.58764648])",3,"SAWLOGS AND VENEER LOGS,OF NON CONIFEROUS SPECIES","#473b1c
","array([-7.66919532, -6.74936789])"
281,7247,0,60.99365234375,"array([2317.06958008, 5167.80126953])",9,"MACH.FOR WASHING,CLEANING,DRYING,BLEACHING TEXT.","#4037ab
","array([-7.4708923 , -6.52930345])"
282,8219,0,130.30712890625,"array([3006.64111328, 4708.39794922])",7,OTHER FURNITURE AND PARTS,"#473b1c
","array([-7.51368985, -6.7132845 ])"
283,6412,0,112.60484313964844,"array([-209.09104156, 3910.78417969])",3,"PRINTING PAPER & WRITING PAPER,IN ROLLS OR SHEETS","#bf8845
","array([-7.42342177, -6.24583498])"
284,6282,0,59.482177734375,"array([1350.5045166 , 4312.05810547])",8,"TRANSMISSION,CONVEYOR/ELEVATOR BELTS OF RUBBER","#4037ab
","array([-7.50698535, -6.49065098])"
285,8461,0,13.63623046875,"array([4730.77075195, 4106.16845703])",7,"UNDER GARMENTS,KNITTED OR CROCHETED OF WOOL","#ffc200
","array([-7.47904217, -6.85128182])"
286,3221,0,56.686431884765625,"array([ 479.68269348, 6189.38891602])",2,"ANTHRACITE,WHETHER/NOT PULVERIZED,NOT AGGLOMERATE","#5e1f05
","array([-7.02812978, -6.22364642])"
287,7849,0,180.9407958984375,"array([1450.79779053, 4411.37133789])",9,OTHER PARTS & ACCESSORIES OF MOTOR VEHICLES,"#4037ab
","array([-7.47232883, -6.4761442 ])"
288,8998,0,60.93505859375,"array([5132.39624023, 5045.04150391])",7,"SMALL-WARES AND TOILET ART.,FEATHER DUSTERS ETC.","#ff707a
","array([-7.36512077, -7.23853117])"
289,6575,0,58.3837890625,"array([5541.46630859, 3387.88330078])",8,"TWINE,CORDAGE,ROPES & CABLES.& MANUFACTUR.THEREOF","#ffc200
","array([-7.517949  , -7.03034532])"
290,6993,0,57.862060546875,"array([2049.85168457, 5354.75634766])",8,"PINS & NEEDLES,FITTINGS,BASE METAL BEADS,ETC.","#ff707a
","array([-7.36369844, -6.52340987])"
291,7932,0,127.7752685546875,"array([ 445.80535889, 3244.3671875 ])",9,"SHIPS,BOATS AND OTHER VESSELS","#38f2f1
","array([-7.78662694, -6.39578522])"
292,421,0,58.35546875,"array([5206.46191406, 6497.23828125])",6,"RICE IN THE HUSK OR HUSKED,BUT NOT FURTHER PREPAR.","#3aa67b
","array([-6.75910646, -7.18540581])"
293,422,0,71.93359375,"array([4996.12597656, 6464.52734375])",6,"RICE SEMI-MILLED OR WHOLLY MILLED, BROKEN RICE","#3aa67b
","array([-6.77667962, -7.1546191 ])"
294,6576,0,48.322265625,"array([5477.12255859, 5806.35717773])",8,"HAT SHAPES,HAT-FORMS,HAT BODIES AND HOODS","#ff707a
","array([-7.09694878, -7.28725138])"
295,6978,0,58.37158203125,"array([5259.7668457 , 5735.87524414])",8,"HOUSEHOLD APPUANCES,DECORATIVE ART.,MIRRORS ETC.","#ff707a
","array([-7.12850144, -7.26506833])"
296,576,0,51.41650390625,"array([5057.34643555, 2286.95556641])",4,"FIGS,FRESH OR DRIED","#78b83d
","array([-8.02472884, -7.31573997])"
297,574,0,60.11962890625,"array([4895.53491211, 2201.32299805])",4,"APPLES,FRESH","#c6eb8a
","array([-8.12561144, -7.36989748])"
298,8941,0,56.546875,"array([-2574.07958984,  3534.72753906])",7,"BABY CARRIAGES,AND PARTS","#ff707a
","array([-7.64341626, -5.33908808])"
299,8994,0,58.82958984375,"array([-2710.46606445,  3194.60791016])",7,"UMBRELLAS,PARASOLS,WALKING STICKS,PARTS","#ff707a
","array([-7.63494275, -5.26717545])"
300,7928,0,57.5989990234375,"array([-1646.28387451,  4648.56298828])",9,"AIRCRAFT,N.E.S.BALLOONS,GLIDERS ETC AND EQUIPMENT","#0576a6
","array([-7.73049449, -6.11051728])"
301,7923,0,87.071044921875,"array([-1960.34143066,  4660.44824219])",9,AIRCRAFT NOT EXCEEDING AN UNLADEN WEIGHT OF 15000 KG,"#0576a6
","array([-7.77060051, -6.07643899])"
